tx	gene_id	Ribo_NitrogenMinus_rep1	Ribo_NitrogenMinus_rep2	Ribo_NitrogenPlus_rep1	Ribo_NitrogenPlus_rep2	RNA_NitrogenMinus_rep1	RNA_NitrogenMinus_rep2	RNA_NitrogenPlus_rep1	RNA_NitrogenPlus_rep2
unassigned_transcript_1583	MM_RS07785	1284	1284	1284	1284	1284	1284	1284	1284
unassigned_transcript_1584	MM_RS07790	777	777	777	777	777	777	777	777
unassigned_transcript_1585	MM_RS07795	831	831	831	831	831	831	831	831
unassigned_transcript_1586	MM_RS07800	333	333	333	333	333	333	333	333
unassigned_transcript_1587	MM_RS07805	342	342	342	342	342	342	342	342
unassigned_transcript_1588	MM_RS07810	789	789	789	789	789	789	789	789
unassigned_transcript_1589	MM_RS07815	312	312	312	312	312	312	312	312
unassigned_transcript_1590	MM_RS17810	912	912	912	912	912	912	912	912
unassigned_transcript_1591	MM_RS07825	1839	1839	1839	1839	1839	1839	1839	1839
unassigned_transcript_1592	MM_RS07830	1527	1527	1527	1527	1527	1527	1527	1527
unassigned_transcript_1593	MM_RS07835	1032	1032	1032	1032	1032	1032	1032	1032
unassigned_transcript_1594	MM_RS18365	23.321	23.321	23.321	23.321	23.321	23.321	23.321	23.321
unassigned_transcript_1595	MM_RS07840	78.072	78.072	78.072	78.072	78.072	78.072	78.072	78.072
unassigned_transcript_1596	MM_RS07845	399	399	399	399	399	399	399	399
unassigned_transcript_1597	MM_RS07850	321	321	321	321	321	321	321	321
unassigned_transcript_1598	MM_RS07855	678	678	678	678	678	678	678	678
unassigned_transcript_1599	MM_RS07860	1197	1197	1197	1197	1197	1197	1197	1197
unassigned_transcript_1600	MM_RS07865	975	975	975	975	975	975	975	975
unassigned_transcript_1601	MM_RS07870	1014	1014	1014	1014	1014	1014	1014	1014
unassigned_transcript_1602	MM_RS07875	285	285	285	285	285	285	285	285
unassigned_transcript_1603	MM_RS07880	1047	1047	1047	1047	1047	1047	1047	1047
unassigned_transcript_1604	MM_RS07885	1119	1119	1119	1119	1119	1119	1119	1119
unassigned_transcript_1605	MM_RS07890	918	918	918	918	918	918	918	918
unassigned_transcript_1606	MM_RS07895	2658	2658	2658	2658	2658	2658	2658	2658
unassigned_transcript_1607	MM_RS18370	29.56	29.56	29.56	29.56	29.56	29.56	29.56	29.56
unassigned_transcript_1608	MM_RS07900	573	573	573	573	573	573	573	573
unassigned_transcript_1609	MM_RS07905	1572	1572	1572	1572	1572	1572	1572	1572
unassigned_transcript_1610	MM_RS07910	1362	1362	1362	1362	1362	1362	1362	1362
unassigned_transcript_1611	MM_RS18815	84.033	84.033	84.033	84.033	84.033	84.033	84.033	84.033
unassigned_transcript_1612	MM_RS07915	585	585	585	585	585	585	585	585
unassigned_transcript_1613	MM_RS07920	792	792	792	792	792	792	792	792
unassigned_transcript_1614	MM_RS07925	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953
unassigned_transcript_1615	MM_RS07930	438	438	438	438	438	438	438	438
unassigned_transcript_1616	MM_RS07935	462	462	462	462	462	462	462	462
unassigned_transcript_1617	MM_RS07940	291	291	291	291	291	291	291	291
unassigned_transcript_1618	MM_RS07945	1353	1353	1353	1353	1353	1353	1353	1353
unassigned_transcript_1619	MM_RS07950	981	981	981	981	981	981	981	981
unassigned_transcript_1620	MM_RS19170	69.21	69.21	69.21	69.21	69.21	69.21	69.21	69.21
unassigned_transcript_1621	MM_RS07955	801	801	801	801	801	801	801	801
unassigned_transcript_1622	MM_RS07960	69.21	69.21	69.21	69.21	69.21	69.21	69.21	69.21
unassigned_transcript_1623	MM_RS07965	75.104	75.104	75.104	75.104	75.104	75.104	75.104	75.104
unassigned_transcript_1624	MM_RS07970	573	573	573	573	573	573	573	573
unassigned_transcript_1625	MM_RS07975	177	177	177	177	177	177	177	177
unassigned_transcript_1626	MM_RS07980	654	654	654	654	654	654	654	654
unassigned_transcript_1627	MM_RS07985	603	603	603	603	603	603	603	603
unassigned_transcript_1628	MM_RS07990	765	765	765	765	765	765	765	765
unassigned_transcript_1629	MM_RS07995	660	660	660	660	660	660	660	660
unassigned_transcript_1630	MM_RS08000	1770	1770	1770	1770	1770	1770	1770	1770
unassigned_transcript_1631	MM_RS17815	12.34	12.34	12.34	12.34	12.34	12.34	12.34	12.34
unassigned_transcript_1632	MM_RS08005	435	435	435	435	435	435	435	435
unassigned_transcript_1633	MM_RS08010	912	912	912	912	912	912	912	912
unassigned_transcript_1634	MM_RS08015	990	990	990	990	990	990	990	990
unassigned_transcript_1635	MM_RS08020	2217	2217	2217	2217	2217	2217	2217	2217
unassigned_transcript_1636	MM_RS08025	585	585	585	585	585	585	585	585
unassigned_transcript_1637	MM_RS08030	510	510	510	510	510	510	510	510
unassigned_transcript_1638	MM_RS08035	174	174	174	174	174	174	174	174
unassigned_transcript_1639	MM_RS08040	156	156	156	156	156	156	156	156
unassigned_transcript_1640	MM_RS08045	108.001	108.001	108.001	108.001	108.001	108.001	108.001	108.001
unassigned_transcript_1641	MM_RS08050	711	711	711	711	711	711	711	711
unassigned_transcript_1642	MM_RS08055	537	537	537	537	537	537	537	537
unassigned_transcript_1643	MM_RS08060	777	777	777	777	777	777	777	777
unassigned_transcript_1644	MM_RS08065	540	540	540	540	540	540	540	540
unassigned_transcript_1645	MM_RS08070	912	912	912	912	912	912	912	912
unassigned_transcript_1646	MM_RS08075	462	462	462	462	462	462	462	462
unassigned_transcript_1647	MM_RS08080	891	891	891	891	891	891	891	891
unassigned_transcript_1648	MM_RS08085	1605	1605	1605	1605	1605	1605	1605	1605
unassigned_transcript_1649	MM_RS08090	717	717	717	717	717	717	717	717
unassigned_transcript_1650	MM_RS08095	240	240	240	240	240	240	240	240
unassigned_transcript_1651	MM_RS08100	1152	1152	1152	1152	1152	1152	1152	1152
unassigned_transcript_1652	MM_RS08105	258	258	258	258	258	258	258	258
unassigned_transcript_1653	MM_RS08110	96.006	96.006	96.006	96.006	96.006	96.006	96.006	96.006
unassigned_transcript_1654	MM_RS08115	600	600	600	600	600	600	600	600
unassigned_transcript_1655	MM_RS08120	858	858	858	858	858	858	858	858
unassigned_transcript_1656	MM_RS08125	1155	1155	1155	1155	1155	1155	1155	1155
unassigned_transcript_1657	MM_RS08130	660	660	660	660	660	660	660	660
unassigned_transcript_1658	MM_RS08135	840	840	840	840	840	840	840	840
unassigned_transcript_1659	MM_RS18375	19.633	19.633	19.633	19.633	19.633	19.633	19.633	19.633
unassigned_transcript_1660	MM_RS08140	696	696	696	696	696	696	696	696
unassigned_transcript_1661	MM_RS08145	642	642	642	642	642	642	642	642
unassigned_transcript_1662	MM_RS08150	912	912	912	912	912	912	912	912
unassigned_transcript_1663	MM_RS08155	657	657	657	657	657	657	657	657
unassigned_transcript_1664	MM_RS08160	669	669	669	669	669	669	669	669
unassigned_transcript_1665	MM_RS08165	492	492	492	492	492	492	492	492
unassigned_transcript_1666	MM_RS08170	426	426	426	426	426	426	426	426
unassigned_transcript_1667	MM_RS08175	141	141	141	141	141	141	141	141
unassigned_transcript_1668	MM_RS08180	375	375	375	375	375	375	375	375
unassigned_transcript_1669	MM_RS08185	408	408	408	408	408	408	408	408
unassigned_transcript_1670	MM_RS08190	237	237	237	237	237	237	237	237
unassigned_transcript_1671	MM_RS08195	2190	2190	2190	2190	2190	2190	2190	2190
unassigned_transcript_1672	MM_RS08200	1806	1806	1806	1806	1806	1806	1806	1806
unassigned_transcript_1673	MM_RS08205	2490	2490	2490	2490	2490	2490	2490	2490
unassigned_transcript_1674	MM_RS08210	49.56	49.56	49.56	49.56	49.56	49.56	49.56	49.56
unassigned_transcript_1675	MM_RS08215	297	297	297	297	297	297	297	297
unassigned_transcript_1676	MM_RS08220	660	660	660	660	660	660	660	660
unassigned_transcript_1677	MM_RS08225	816	816	816	816	816	816	816	816
unassigned_transcript_1678	MM_RS08230	861	861	861	861	861	861	861	861
unassigned_transcript_1679	MM_RS08235	534	534	534	534	534	534	534	534
unassigned_transcript_1680	MM_RS08240	396	396	396	396	396	396	396	396
unassigned_transcript_1681	MM_RS08245	543	543	543	543	543	543	543	543
unassigned_transcript_1682	MM_RS08250	474	474	474	474	474	474	474	474
unassigned_transcript_1683	MM_RS08255	258	258	258	258	258	258	258	258
unassigned_transcript_1684	MM_RS08260	618	618	618	618	618	618	618	618
unassigned_transcript_1685	MM_RS08270	234	234	234	234	234	234	234	234
unassigned_transcript_1686	MM_RS08275	4200	4200	4200	4200	4200	4200	4200	4200
unassigned_transcript_1687	MM_RS08285	4404	4404	4404	4404	4404	4404	4404	4404
unassigned_transcript_1688	MM_RS08290	288	288	288	288	288	288	288	288
unassigned_transcript_1689	MM_RS08295	471	471	471	471	471	471	471	471
unassigned_transcript_1690	MM_RS08300	639	639	639	639	639	639	639	639
unassigned_transcript_1691	MM_RS08305	774	774	774	774	774	774	774	774
unassigned_transcript_1692	MM_RS08310	315	315	315	315	315	315	315	315
unassigned_transcript_1693	MM_RS08315	561	561	561	561	561	561	561	561
unassigned_transcript_1694	MM_RS08320	966	966	966	966	966	966	966	966
unassigned_transcript_1695	MM_RS08325	1038	1038	1038	1038	1038	1038	1038	1038
unassigned_transcript_1696	MM_RS08330	552	552	552	552	552	552	552	552
unassigned_transcript_1697	MM_RS08335	1641	1641	1641	1641	1641	1641	1641	1641
unassigned_transcript_1698	MM_RS08340	432	432	432	432	432	432	432	432
unassigned_transcript_1699	MM_RS08345	429	429	429	429	429	429	429	429
unassigned_transcript_1700	MM_RS08350	1047	1047	1047	1047	1047	1047	1047	1047
unassigned_transcript_1701	MM_RS08355	663	663	663	663	663	663	663	663
unassigned_transcript_1702	MM_RS08360	1041	1041	1041	1041	1041	1041	1041	1041
unassigned_transcript_1703	MM_RS08365	879	879	879	879	879	879	879	879
unassigned_transcript_1704	MM_RS08370	37.467	37.467	37.467	37.467	37.467	37.467	37.467	37.467
unassigned_transcript_1705	MM_RS08375	44.461	44.461	44.461	44.461	44.461	44.461	44.461	44.461
unassigned_transcript_1706	MM_RS08380	159	159	159	159	159	159	159	159
unassigned_transcript_1707	MM_RS08385	918	918	918	918	918	918	918	918
unassigned_transcript_1708	MM_RS08390	156	156	156	156	156	156	156	156
unassigned_transcript_1709	MM_RS08400	1284	1284	1284	1284	1284	1284	1284	1284
unassigned_transcript_1710	MM_RS08405	309	309	309	309	309	309	309	309
unassigned_transcript_1711	MM_RS08410	846	846	846	846	846	846	846	846
unassigned_transcript_1712	MM_RS08415	654	654	654	654	654	654	654	654
unassigned_transcript_1713	MM_RS08420	366	366	366	366	366	366	366	366
unassigned_transcript_1714	MM_RS08425	1965	1965	1965	1965	1965	1965	1965	1965
unassigned_transcript_1715	MM_RS08435	582	582	582	582	582	582	582	582
unassigned_transcript_1716	MM_RS08440	456	456	456	456	456	456	456	456
unassigned_transcript_1717	MM_RS08445	417	417	417	417	417	417	417	417
unassigned_transcript_1718	MM_RS08455	1062	1062	1062	1062	1062	1062	1062	1062
unassigned_transcript_1719	MM_RS08460	273	273	273	273	273	273	273	273
unassigned_transcript_1720	MM_RS08465	42.036	42.036	42.036	42.036	42.036	42.036	42.036	42.036
unassigned_transcript_1721	MM_RS08470	507	507	507	507	507	507	507	507
unassigned_transcript_1722	MM_RS08475	990	990	990	990	990	990	990	990
unassigned_transcript_1723	MM_RS08480	435	435	435	435	435	435	435	435
unassigned_transcript_1724	MM_RS08485	765	765	765	765	765	765	765	765
unassigned_transcript_1725	MM_RS08490	402	402	402	402	402	402	402	402
unassigned_transcript_1726	MM_RS08495	678	678	678	678	678	678	678	678
unassigned_transcript_1727	MM_RS08500	918	918	918	918	918	918	918	918
unassigned_transcript_1728	MM_RS08505	2076	2076	2076	2076	2076	2076	2076	2076
unassigned_transcript_1729	MM_RS08510	1122	1122	1122	1122	1122	1122	1122	1122
unassigned_transcript_1730	MM_RS08515	867	867	867	867	867	867	867	867
unassigned_transcript_1731	MM_RS08520	1410	1410	1410	1410	1410	1410	1410	1410
unassigned_transcript_1732	MM_RS08525	81.049	81.049	81.049	81.049	81.049	81.049	81.049	81.049
unassigned_transcript_1733	MM_RS08530	1236	1236	1236	1236	1236	1236	1236	1236
unassigned_transcript_1734	MM_RS08535	627	627	627	627	627	627	627	627
unassigned_transcript_1735	MM_RS08545	621	621	621	621	621	621	621	621
unassigned_transcript_1736	MM_RS08550	642	642	642	642	642	642	642	642
unassigned_transcript_1737	MM_RS08555	327	327	327	327	327	327	327	327
unassigned_transcript_1738	MM_RS08560	35.332	35.332	35.332	35.332	35.332	35.332	35.332	35.332
unassigned_transcript_1739	MM_RS08565	639	639	639	639	639	639	639	639
unassigned_transcript_1740	MM_RS08570	1941	1941	1941	1941	1941	1941	1941	1941
unassigned_transcript_1741	MM_RS08575	1773	1773	1773	1773	1773	1773	1773	1773
unassigned_transcript_1742	MM_RS08580	1419	1419	1419	1419	1419	1419	1419	1419
unassigned_transcript_1743	MM_RS08585	1050	1050	1050	1050	1050	1050	1050	1050
unassigned_transcript_1744	MM_RS08590	1848	1848	1848	1848	1848	1848	1848	1848
unassigned_transcript_1745	MM_RS08595	1182	1182	1182	1182	1182	1182	1182	1182
unassigned_transcript_1746	MM_RS08600	2604	2604	2604	2604	2604	2604	2604	2604
unassigned_transcript_1747	MM_RS08605	138	138	138	138	138	138	138	138
unassigned_transcript_1748	MM_RS08610	1014	1014	1014	1014	1014	1014	1014	1014
unassigned_transcript_1749	MM_RS08615	348	348	348	348	348	348	348	348
unassigned_transcript_1750	MM_RS08620	423	423	423	423	423	423	423	423
unassigned_transcript_1751	MM_RS08625	2655	2655	2655	2655	2655	2655	2655	2655
unassigned_transcript_1752	MM_RS08630	1275	1275	1275	1275	1275	1275	1275	1275
unassigned_transcript_1753	MM_RS08635	1317	1317	1317	1317	1317	1317	1317	1317
unassigned_transcript_1754	MM_RS08640	1347	1347	1347	1347	1347	1347	1347	1347
unassigned_transcript_1755	MM_RS08645	861	861	861	861	861	861	861	861
unassigned_transcript_1756	MM_RS08650	2397	2397	2397	2397	2397	2397	2397	2397
unassigned_transcript_1757	MM_RS08655	693	693	693	693	693	693	693	693
unassigned_transcript_1758	MM_RS08660	435	435	435	435	435	435	435	435
unassigned_transcript_1759	MM_RS08665	57.716	57.716	57.716	57.716	57.716	57.716	57.716	57.716
unassigned_transcript_1760	MM_RS08675	501	501	501	501	501	501	501	501
unassigned_transcript_1761	MM_RS08680	2046	2046	2046	2046	2046	2046	2046	2046
unassigned_transcript_1762	MM_RS19175	3123	3123	3123	3123	3123	3123	3123	3123
unassigned_transcript_1763	MM_RS08690	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953
unassigned_transcript_1764	MM_RS08695	615	615	615	615	615	615	615	615
unassigned_transcript_1765	MM_RS08700	1095	1095	1095	1095	1095	1095	1095	1095
unassigned_transcript_1766	MM_RS08705	438	438	438	438	438	438	438	438
unassigned_transcript_1767	MM_RS08710	870	870	870	870	870	870	870	870
unassigned_transcript_1768	MM_RS08715	2010	2010	2010	2010	2010	2010	2010	2010
unassigned_transcript_1769	MM_RS08720	2553	2553	2553	2553	2553	2553	2553	2553
unassigned_transcript_1770	MM_RS08730	1023	1023	1023	1023	1023	1023	1023	1023
unassigned_transcript_1771	MM_RS08735	3.027	3.027	3.027	3.027	3.027	3.027	3.027	3.027
unassigned_transcript_1772	MM_RS08740	411	411	411	411	411	411	411	411
unassigned_transcript_1773	MM_RS08745	999	999	999	999	999	999	999	999
unassigned_transcript_1774	MM_RS08755	492	492	492	492	492	492	492	492
unassigned_transcript_1775	MM_RS08760	1338	1338	1338	1338	1338	1338	1338	1338
unassigned_transcript_1776	MM_RS08770	501	501	501	501	501	501	501	501
unassigned_transcript_1777	MM_RS08775	912	912	912	912	912	912	912	912
unassigned_transcript_1778	MM_RS08780	144	144	144	144	144	144	144	144
unassigned_transcript_1779	MM_RS18880	19.633	19.633	19.633	19.633	19.633	19.633	19.633	19.633
unassigned_transcript_1780	MM_RS08785	1254	1254	1254	1254	1254	1254	1254	1254
unassigned_transcript_1781	MM_RS08795	492	492	492	492	492	492	492	492
unassigned_transcript_1782	MM_RS18385	22.004	22.004	22.004	22.004	22.004	22.004	22.004	22.004
unassigned_transcript_1783	MM_RS08800	1464	1464	1464	1464	1464	1464	1464	1464
unassigned_transcript_1784	MM_RS08805	591	591	591	591	591	591	591	591
unassigned_transcript_1785	MM_RS08810	108.001	108.001	108.001	108.001	108.001	108.001	108.001	108.001
unassigned_transcript_1786	MM_RS08815	300	300	300	300	300	300	300	300
unassigned_transcript_1787	MM_RS08820	2457	2457	2457	2457	2457	2457	2457	2457
unassigned_transcript_1788	MM_RS08825	717	717	717	717	717	717	717	717
unassigned_transcript_1789	MM_RS08830	252	252	252	252	252	252	252	252
unassigned_transcript_1790	MM_RS08835	138	138	138	138	138	138	138	138
unassigned_transcript_1791	MM_RS08840	672	672	672	672	672	672	672	672
unassigned_transcript_1792	MM_RS08845	315	315	315	315	315	315	315	315
unassigned_transcript_1793	MM_RS08850	582	582	582	582	582	582	582	582
unassigned_transcript_1794	MM_RS08855	486	486	486	486	486	486	486	486
unassigned_transcript_1795	MM_RS08860	333	333	333	333	333	333	333	333
unassigned_transcript_1796	MM_RS08865	528	528	528	528	528	528	528	528
unassigned_transcript_1797	MM_RS08870	594	594	594	594	594	594	594	594
unassigned_transcript_1798	MM_RS08875	771	771	771	771	771	771	771	771
unassigned_transcript_1799	MM_RS08880	948	948	948	948	948	948	948	948
unassigned_transcript_1800	MM_RS08885	2127	2127	2127	2127	2127	2127	2127	2127
unassigned_transcript_1801	MM_RS08890	360	360	360	360	360	360	360	360
unassigned_transcript_1802	MM_RS08895	261	261	261	261	261	261	261	261
unassigned_transcript_1803	MM_RS08900	666	666	666	666	666	666	666	666
unassigned_transcript_1804	MM_RS18395	66.291	66.291	66.291	66.291	66.291	66.291	66.291	66.291
unassigned_transcript_1805	MM_RS08910	1029	1029	1029	1029	1029	1029	1029	1029
unassigned_transcript_1806	MM_RS08915	579	579	579	579	579	579	579	579
unassigned_transcript_1807	MM_RS18400	31.378	31.378	31.378	31.378	31.378	31.378	31.378	31.378
unassigned_transcript_1808	MM_RS08925	354	354	354	354	354	354	354	354
unassigned_transcript_1809	MM_RS08930	78.072	78.072	78.072	78.072	78.072	78.072	78.072	78.072
unassigned_transcript_1810	MM_RS08935	666	666	666	666	666	666	666	666
unassigned_transcript_1811	MM_RS08940	951	951	951	951	951	951	951	951
unassigned_transcript_1812	MM_RS19020	498	498	498	498	498	498	498	498
unassigned_transcript_1813	MM_RS08950	216	216	216	216	216	216	216	216
unassigned_transcript_1814	MM_RS19180	99.004	99.004	99.004	99.004	99.004	99.004	99.004	99.004
unassigned_transcript_1815	MM_RS08955	918	918	918	918	918	918	918	918
unassigned_transcript_1816	MM_RS08960	414	414	414	414	414	414	414	414
unassigned_transcript_1817	MM_RS08965	309	309	309	309	309	309	309	309
unassigned_transcript_1818	MM_RS08970	261	261	261	261	261	261	261	261
unassigned_transcript_1819	MM_RS08975	972	972	972	972	972	972	972	972
unassigned_transcript_1820	MM_RS19030	261	261	261	261	261	261	261	261
unassigned_transcript_1821	MM_RS08985	666	666	666	666	666	666	666	666
unassigned_transcript_1822	MM_RS08990	390	390	390	390	390	390	390	390
unassigned_transcript_1823	MM_RS08995	471	471	471	471	471	471	471	471
unassigned_transcript_1824	MM_RS09005	1308	1308	1308	1308	1308	1308	1308	1308
unassigned_transcript_1825	MM_RS09010	900	900	900	900	900	900	900	900
unassigned_transcript_1826	MM_RS19540	12.937	12.937	12.937	12.937	12.937	12.937	12.937	12.937
unassigned_transcript_1827	MM_RS19545	17.578	17.578	17.578	17.578	17.578	17.578	17.578	17.578
unassigned_transcript_1828	MM_RS09020	309	309	309	309	309	309	309	309
unassigned_transcript_1829	MM_RS09025	522	522	522	522	522	522	522	522
unassigned_transcript_1830	MM_RS09030	1197	1197	1197	1197	1197	1197	1197	1197
unassigned_transcript_1831	MM_RS09035	825	825	825	825	825	825	825	825
unassigned_transcript_1832	MM_RS09040	1125	1125	1125	1125	1125	1125	1125	1125
unassigned_transcript_1833	MM_RS09045	801	801	801	801	801	801	801	801
unassigned_transcript_1834	MM_RS09050	756	756	756	756	756	756	756	756
unassigned_transcript_1835	MM_RS09055	630	630	630	630	630	630	630	630
unassigned_transcript_1836	MM_RS09060	585	585	585	585	585	585	585	585
unassigned_transcript_1837	MM_RS09065	156	156	156	156	156	156	156	156
unassigned_transcript_1838	MM_RS09070	1566	1566	1566	1566	1566	1566	1566	1566
unassigned_transcript_1839	MM_RS09075	954	954	954	954	954	954	954	954
unassigned_transcript_1840	MM_RS09080	1212	1212	1212	1212	1212	1212	1212	1212
unassigned_transcript_1841	MM_RS09085	720	720	720	720	720	720	720	720
unassigned_transcript_1842	MM_RS09090	1422	1422	1422	1422	1422	1422	1422	1422
unassigned_transcript_1843	MM_RS09095	369	369	369	369	369	369	369	369
unassigned_transcript_1844	MM_RS09100	231	231	231	231	231	231	231	231
unassigned_transcript_1845	MM_RS09105	273	273	273	273	273	273	273	273
unassigned_transcript_1846	MM_RS09110	255	255	255	255	255	255	255	255
unassigned_transcript_1847	MM_RS09115	42.036	42.036	42.036	42.036	42.036	42.036	42.036	42.036
unassigned_transcript_1848	MM_RS09120	2.971	2.971	2.971	2.971	2.971	2.971	2.971	2.971
unassigned_transcript_1849	MM_RS09125	37.467	37.467	37.467	37.467	37.467	37.467	37.467	37.467
unassigned_transcript_1850	MM_RS09130	591	591	591	591	591	591	591	591
unassigned_transcript_1851	MM_RS09135	654	654	654	654	654	654	654	654
unassigned_transcript_1852	MM_RS09140	756	756	756	756	756	756	756	756
unassigned_transcript_1853	MM_RS09145	633	633	633	633	633	633	633	633
unassigned_transcript_1854	MM_RS09150	948	948	948	948	948	948	948	948
unassigned_transcript_1855	MM_RS09155	1194	1194	1194	1194	1194	1194	1194	1194
unassigned_transcript_1856	MM_RS09160	816	816	816	816	816	816	816	816
unassigned_transcript_1857	MM_RS09165	120	120	120	120	120	120	120	120
unassigned_transcript_1858	MM_RS09170	714	714	714	714	714	714	714	714
unassigned_transcript_1859	MM_RS09175	315	315	315	315	315	315	315	315
unassigned_transcript_1860	MM_RS09180	2505	2505	2505	2505	2505	2505	2505	2505
unassigned_transcript_1861	MM_RS09185	111	111	111	111	111	111	111	111
unassigned_transcript_1862	MM_RS09190	864	864	864	864	864	864	864	864
unassigned_transcript_1863	MM_RS09195	504	504	504	504	504	504	504	504
unassigned_transcript_1864	MM_RS09200	120	120	120	120	120	120	120	120
unassigned_transcript_1865	MM_RS09205	861	861	861	861	861	861	861	861
unassigned_transcript_1866	MM_RS09210	2.918	2.918	2.918	2.918	2.918	2.918	2.918	2.918
unassigned_transcript_1867	MM_RS09215	315	315	315	315	315	315	315	315
unassigned_transcript_1868	MM_RS09220	1869	1869	1869	1869	1869	1869	1869	1869
unassigned_transcript_1869	MM_RS09225	822	822	822	822	822	822	822	822
unassigned_transcript_1870	MM_RS09230	531	531	531	531	531	531	531	531
unassigned_transcript_1871	MM_RS09235	507	507	507	507	507	507	507	507
unassigned_transcript_1872	MM_RS09240	96.006	96.006	96.006	96.006	96.006	96.006	96.006	96.006
unassigned_transcript_1873	MM_RS09245	1815	1815	1815	1815	1815	1815	1815	1815
unassigned_transcript_1874	MM_RS09250	1263	1263	1263	1263	1263	1263	1263	1263
unassigned_transcript_1875	MM_RS09255	39.703	39.703	39.703	39.703	39.703	39.703	39.703	39.703
unassigned_transcript_1876	MM_RS09260	1923	1923	1923	1923	1923	1923	1923	1923
unassigned_transcript_1877	MM_RS09265	1113	1113	1113	1113	1113	1113	1113	1113
unassigned_transcript_1878	MM_RS09275	1284	1284	1284	1284	1284	1284	1284	1284
unassigned_transcript_1879	MM_RS09280	708	708	708	708	708	708	708	708
unassigned_transcript_1880	MM_RS09285	945	945	945	945	945	945	945	945
unassigned_transcript_1881	MM_RS09290	693	693	693	693	693	693	693	693
unassigned_transcript_1882	MM_RS09295	462	462	462	462	462	462	462	462
unassigned_transcript_1883	MM_RS09300	69.21	69.21	69.21	69.21	69.21	69.21	69.21	69.21
unassigned_transcript_1884	MM_RS09305	243	243	243	243	243	243	243	243
unassigned_transcript_1885	MM_RS09310	2406	2406	2406	2406	2406	2406	2406	2406
unassigned_transcript_1886	MM_RS09315	990	990	990	990	990	990	990	990
unassigned_transcript_1887	MM_RS09320	258	258	258	258	258	258	258	258
unassigned_transcript_1888	MM_RS09325	129	129	129	129	129	129	129	129
unassigned_transcript_1889	MM_RS09330	1461	1461	1461	1461	1461	1461	1461	1461
unassigned_transcript_1890	MM_RS09335	678	678	678	678	678	678	678	678
unassigned_transcript_1891	MM_RS09340	570	570	570	570	570	570	570	570
unassigned_transcript_1892	MM_RS09345	492	492	492	492	492	492	492	492
unassigned_transcript_1893	MM_RS09350	1035	1035	1035	1035	1035	1035	1035	1035
unassigned_transcript_1894	MM_RS09355	675	675	675	675	675	675	675	675
unassigned_transcript_1895	MM_RS18410	2.953	2.953	2.953	2.953	2.953	2.953	2.953	2.953
unassigned_transcript_1896	MM_RS09365	342	342	342	342	342	342	342	342
unassigned_transcript_1897	MM_RS09370	3.065	3.065	3.065	3.065	3.065	3.065	3.065	3.065
unassigned_transcript_1898	MM_RS09375	1254	1254	1254	1254	1254	1254	1254	1254
unassigned_transcript_1899	MM_RS09380	621	621	621	621	621	621	621	621
unassigned_transcript_1900	MM_RS17840	22.004	22.004	22.004	22.004	22.004	22.004	22.004	22.004
unassigned_transcript_1901	MM_RS09385	657	657	657	657	657	657	657	657
unassigned_transcript_1902	MM_RS09390	42.036	42.036	42.036	42.036	42.036	42.036	42.036	42.036
unassigned_transcript_1903	MM_RS09395	129	129	129	129	129	129	129	129
unassigned_transcript_1904	MM_RS09400	576	576	576	576	576	576	576	576
unassigned_transcript_1905	MM_RS09405	1095	1095	1095	1095	1095	1095	1095	1095
unassigned_transcript_1906	MM_RS09410	678	678	678	678	678	678	678	678
unassigned_transcript_1907	MM_RS09415	2190	2190	2190	2190	2190	2190	2190	2190
unassigned_transcript_1908	MM_RS09420	903	903	903	903	903	903	903	903
unassigned_transcript_1909	MM_RS09425	1128	1128	1128	1128	1128	1128	1128	1128
unassigned_transcript_1910	MM_RS09430	570	570	570	570	570	570	570	570
unassigned_transcript_1911	MM_RS09435	726	726	726	726	726	726	726	726
unassigned_transcript_1912	MM_RS09440	1155	1155	1155	1155	1155	1155	1155	1155
unassigned_transcript_1913	MM_RS09445	408	408	408	408	408	408	408	408
unassigned_transcript_1914	MM_RS09450	855	855	855	855	855	855	855	855
unassigned_transcript_1915	MM_RS09455	363	363	363	363	363	363	363	363
unassigned_transcript_1916	MM_RS09460	114	114	114	114	114	114	114	114
unassigned_transcript_1917	MM_RS09465	63.398	63.398	63.398	63.398	63.398	63.398	63.398	63.398
unassigned_transcript_1918	MM_RS09470	816	816	816	816	816	816	816	816
unassigned_transcript_1919	MM_RS09475	1572	1572	1572	1572	1572	1572	1572	1572
unassigned_transcript_1920	MM_RS09480	1332	1332	1332	1332	1332	1332	1332	1332
unassigned_transcript_1921	MM_RS09485	828	828	828	828	828	828	828	828
unassigned_transcript_1922	MM_RS09490	489	489	489	489	489	489	489	489
unassigned_transcript_1923	MM_RS19585	132	132	132	132	132	132	132	132
unassigned_transcript_1924	MM_RS09505	1284	1284	1284	1284	1284	1284	1284	1284
unassigned_transcript_1925	MM_RS09510	813	813	813	813	813	813	813	813
unassigned_transcript_1926	MM_RS09515	474	474	474	474	474	474	474	474
unassigned_transcript_1927	MM_RS09520	141	141	141	141	141	141	141	141
unassigned_transcript_1928	MM_RS09525	1956	1956	1956	1956	1956	1956	1956	1956
unassigned_transcript_1929	MM_RS09530	609	609	609	609	609	609	609	609
