tx	gene_id	Ribo_NitrogenMinus_rep1	Ribo_NitrogenMinus_rep2	Ribo_NitrogenPlus_rep1	Ribo_NitrogenPlus_rep2	RNA_NitrogenMinus_rep1	RNA_NitrogenMinus_rep2	RNA_NitrogenPlus_rep1	RNA_NitrogenPlus_rep2
unassigned_transcript_1731	MM_RS08520	188.633	235.011	109	42	35	79	27	26
unassigned_transcript_1732	MM_RS08525	3	31	6	1	0	3	0	2
unassigned_transcript_1733	MM_RS08530	7040.179	9546.646	56224.369	120346.74	425.618	1025.787	2920.281	6224.526
unassigned_transcript_1734	MM_RS08535	3392.718	4481.027	18936.254	33715.65	643	724	3997.52	4776.567
unassigned_transcript_1735	MM_RS08545	669	2007.997	2080	574	115	424	366	558
unassigned_transcript_1736	MM_RS08550	142	478	1013.884	338	36	131.039	170	221
unassigned_transcript_1737	MM_RS08555	70	147.927	184	79.017	9	19	25	23
unassigned_transcript_1738	MM_RS08560	131	139	191	84	16	27	17	31
unassigned_transcript_1739	MM_RS08565	133	208.005	255	107	20	13	23	13
unassigned_transcript_1740	MM_RS08570	82.089	154.858	266.131	42	21	64	71	117
unassigned_transcript_1741	MM_RS08575	263.012	552.934	322	197.019	50	103	71	87
unassigned_transcript_1742	MM_RS08580	31.036	75	31	13	3	8	11	6
unassigned_transcript_1743	MM_RS08585	26.065	39.981	34	9	12	22.993	11	31
unassigned_transcript_1744	MM_RS08590	83.57	104.22	246.35	197.471	25.468	51.767	102.58	126.503
unassigned_transcript_1745	MM_RS08595	129	154.294	140.031	68	36	37	41	60
unassigned_transcript_1746	MM_RS08600	273.035	359	279	262	69	158.11	101	201
unassigned_transcript_1747	MM_RS08605	261.919	506.996	132	32	86	114	9	70
unassigned_transcript_1748	MM_RS08610	449.004	874.049	389.804	243	103	123	68	90
unassigned_transcript_1749	MM_RS08615	101	161.492	86	34	23	56	15	29
unassigned_transcript_1750	MM_RS08620	145.969	258.849	215	100	35	102	30	66
unassigned_transcript_1751	MM_RS08625	227.674	421.972	729.123	320	51	84.338	127	160
unassigned_transcript_1752	MM_RS08630	52.419	129.508	473	277	56	32	118	130
unassigned_transcript_1753	MM_RS08635	29.918	85	432	208	8	19	53	100
unassigned_transcript_1754	MM_RS08640	99.012	189.19	429	508	17	12	48	61
unassigned_transcript_1755	MM_RS08645	103	213.258	89	47	44	81	19	28
unassigned_transcript_1756	MM_RS08650	443.107	750.401	328.346	178	86.993	105.978	88	66
unassigned_transcript_1757	MM_RS08655	48	117	64.063	47	2	8	1	9
unassigned_transcript_1758	MM_RS08660	119	153.428	117	40	14	31	26	18
unassigned_transcript_1759	MM_RS08665	28.041	72	107	74	16	38	40	224
unassigned_transcript_1760	MM_RS08675	213	289	269	73	29	53	29	49
unassigned_transcript_1761	MM_RS08680	347	414.721	687.999	1063	33	49	51	67
unassigned_transcript_1762	MM_RS19175	97.008	161.993	412.458	105	28	63	46	113
unassigned_transcript_1763	MM_RS08690	407.649	790.909	369.952	663.785	1345.864	2338.145	1446.971	2410.406
unassigned_transcript_1764	MM_RS08695	263	459	268	308	53	92	29	72
unassigned_transcript_1765	MM_RS08700	0	110.337	0	0	0	0	36.606	0
unassigned_transcript_1766	MM_RS08705	407	937	764	407	165	226	183	194
unassigned_transcript_1767	MM_RS08710	868	1598.057	1592	939	183	411	204	290
unassigned_transcript_1768	MM_RS08715	796.606	1606.98	1072.503	709.907	94	248.006	174	240.001
unassigned_transcript_1769	MM_RS08720	391.123	727.867	898	590	102	293	155	263
unassigned_transcript_1770	MM_RS08730	31	92	88	24	30	42	13	47
unassigned_transcript_1771	MM_RS08735	21966.447	37037.961	37274.934	40641.552	331911.738	336695.818	267114.315	346987.371
unassigned_transcript_1772	MM_RS08740	199	390	300	175	28	78	30	53
unassigned_transcript_1773	MM_RS08745	133	275.991	282	342	15	34	21	29
unassigned_transcript_1774	MM_RS08755	902	1948.426	1187	2047.995	270	605	1150	929.944
unassigned_transcript_1775	MM_RS08760	1958.918	3937.144	2710.978	5895.739	474.97	1258.843	1107.683	1525.946
unassigned_transcript_1776	MM_RS08770	1158.964	2735.801	1912.948	4855.005	141	851.999	500	1266.056
unassigned_transcript_1777	MM_RS08775	108.061	309.843	340.478	418	171	693	285	1113.991
unassigned_transcript_1778	MM_RS08780	42.001	238	244	295.992	9	54	38	122.995
unassigned_transcript_1779	MM_RS18880	50	91.007	110	176	15	44	24	66
unassigned_transcript_1780	MM_RS08785	97.737	153.354	436.488	137.847	30.801	107.146	146.304	154.176
unassigned_transcript_1781	MM_RS08795	976	1954	884	1095	217	362	199	265
unassigned_transcript_1782	MM_RS18385	161.771	446.145	100.24	30	27	21.086	13	5
unassigned_transcript_1783	MM_RS08800	169.767	283.11	708	551	26	62	49	70
unassigned_transcript_1784	MM_RS08805	97	156	514	314	37	63	123	116
unassigned_transcript_1785	MM_RS08810	525	1019	545	269	153	435	210	248
unassigned_transcript_1786	MM_RS08815	50	142	154	41	8	17	12	15
unassigned_transcript_1787	MM_RS08820	237.051	714.774	656.026	193	48	208	120	152
unassigned_transcript_1788	MM_RS08825	107	204	155	97	34	43	54	41
unassigned_transcript_1789	MM_RS08830	1346.094	4146.724	702	632	127	375.561	72	141
unassigned_transcript_1790	MM_RS08835	102	245.873	338	93	32	128	96	161
unassigned_transcript_1791	MM_RS08840	441	850	987	520	74	253	178	164
unassigned_transcript_1792	MM_RS08845	234	323	144	99	63	385	28	109
unassigned_transcript_1793	MM_RS08850	480.514	1598.599	515.398	398.945	211	449.026	112	194
unassigned_transcript_1794	MM_RS08855	683.004	1328.002	728.002	978.006	84	171	67	64.985
unassigned_transcript_1795	MM_RS08860	364	945	23	11	51	185.035	3	0
unassigned_transcript_1796	MM_RS08865	222.511	234.036	301	97	108	168	102	76
unassigned_transcript_1797	MM_RS08870	387.634	582	633	377	51	97	56	60
unassigned_transcript_1798	MM_RS08875	78	128	109	88	7	23	43	37
unassigned_transcript_1799	MM_RS08880	358.001	1094.002	753	415	101	267	241	415
unassigned_transcript_1800	MM_RS08885	230	295	625	397	61	110	225	156
unassigned_transcript_1801	MM_RS08890	22	34	116	82	4	6	31	52
unassigned_transcript_1802	MM_RS08895	14	10	37.999	8	0	8	3	16
unassigned_transcript_1803	MM_RS08900	218.158	397.061	197.952	81.965	64.118	148.377	76.185	129.893
unassigned_transcript_1804	MM_RS18395	21	51	28	12	3	14	7	11
unassigned_transcript_1805	MM_RS08910	142	290	201	112	22	52	31	57
unassigned_transcript_1806	MM_RS08915	34.06	40.218	131	39	20	23	34	33
unassigned_transcript_1807	MM_RS18400	2	4	1	0	1	1	0	1
unassigned_transcript_1808	MM_RS08925	22	59.009	176	35	2	5	10	10
unassigned_transcript_1809	MM_RS08930	7	22	26	11	3	0	6	8.289
unassigned_transcript_1810	MM_RS08935	488.303	906.974	476.048	312.035	165.882	301.69	156.815	171.857
unassigned_transcript_1811	MM_RS08940	110.915	248.129	155.355	81	26	44	45	65.656
unassigned_transcript_1812	MM_RS19020	69.085	150.892	147.645	73	7	15	8	18.344
unassigned_transcript_1813	MM_RS08950	13	12	11	4	9	9	3	19
unassigned_transcript_1814	MM_RS19180	6	13	5	4	1	5	5	11
unassigned_transcript_1815	MM_RS08955	409.968	492.957	704	244.241	62	123	67	106
unassigned_transcript_1816	MM_RS08960	657.225	434.065	895.256	211.748	58	95.43	90.477	152
unassigned_transcript_1817	MM_RS08965	0	0	0	0	0	0	40	0
unassigned_transcript_1818	MM_RS08970	59.497	88.005	0	28.643	25	23.315	25.687	0.008
unassigned_transcript_1819	MM_RS08975	232.186	612.662	0	110.671	0	7.953	0	3.906
unassigned_transcript_1820	MM_RS19030	0	0	0	0	0	0	0	2.711
unassigned_transcript_1821	MM_RS08985	3.538	5.965	0	0	0	3.912	0	1.251
unassigned_transcript_1822	MM_RS08990	11.981	23.067	0	1	0	0	0	0
unassigned_transcript_1823	MM_RS08995	3.066	5.146	0	0	0	0	0	0
unassigned_transcript_1824	MM_RS09005	0	118.957	83.561	0	177.047	160.198	0	411.515
unassigned_transcript_1825	MM_RS09010	7.032	11.044	0	0	0	0	0	0
unassigned_transcript_1826	MM_RS19540	1	0	0	0	0	0	0	0
unassigned_transcript_1827	MM_RS19545	10.775	42.711	10.744	5.252	4	5.57	5.523	0
unassigned_transcript_1828	MM_RS09020	84	191	275	116	25	52	0	66
unassigned_transcript_1829	MM_RS09025	85.89	175.007	200	80	54	87	53	119
unassigned_transcript_1830	MM_RS09030	359.493	682.488	1063	441	83.135	153	228	251
unassigned_transcript_1831	MM_RS09035	524.915	678.952	985	639	62	142	126	168
unassigned_transcript_1832	MM_RS09040	204	519	950	1038	57	160	212	237
unassigned_transcript_1833	MM_RS09045	146	291.018	891.009	720	83	113	219	281
unassigned_transcript_1834	MM_RS09050	97	211	531	246	94	139	247	338
unassigned_transcript_1835	MM_RS09055	140	256.525	509	381	51	71	152	188
unassigned_transcript_1836	MM_RS09060	1114	1766	1125	550	415	718	492	530
unassigned_transcript_1837	MM_RS09065	298	474	236	152	61	68	117	64
unassigned_transcript_1838	MM_RS09070	183	282.619	1117	968.027	36.005	109	136	138
unassigned_transcript_1839	MM_RS09075	525	1072.959	1036.625	938.007	110	203	135.13	174
unassigned_transcript_1840	MM_RS09080	339	634	678	427	101	255	271	396
unassigned_transcript_1841	MM_RS09085	191	344.982	573	265	68	108	163	233
unassigned_transcript_1842	MM_RS09090	699	1519	3863	5060	279	545	654	863
unassigned_transcript_1843	MM_RS09095	71	67	158	66	43	43	93	105
unassigned_transcript_1844	MM_RS09100	382	804	3357	1786	120	404	1231	1273
unassigned_transcript_1845	MM_RS09105	528	1238	6761	3375	184	474	1235	1296
unassigned_transcript_1846	MM_RS09110	424	1151	4820	1916	127	418	802	1074
unassigned_transcript_1847	MM_RS09115	305	591	2923	1253	82	251	409	714
unassigned_transcript_1848	MM_RS09120	140.239	760.9	694.984	537.476	403.43	1315.273	432.885	1099.354
unassigned_transcript_1849	MM_RS09125	147	256	1190	496	36	76	245	297
unassigned_transcript_1850	MM_RS09130	941.996	3097.924	15951	7337	140	297	1056.999	1062
unassigned_transcript_1851	MM_RS09135	615	873	1737	616	317	566	1764	1914
unassigned_transcript_1852	MM_RS09140	419	1076	1069	304	127	295	276	237
unassigned_transcript_1853	MM_RS09145	342	656.414	1072	395	26	114	115	102.001
unassigned_transcript_1854	MM_RS09150	560.79	844	1123	635	182	558	277	455
unassigned_transcript_1855	MM_RS09155	533	715	3330	2661	137	247	319	472
unassigned_transcript_1856	MM_RS09160	655.482	993	2479	1079	90	181	255	380
unassigned_transcript_1857	MM_RS09165	34	65	37	13	9	11	10	10
unassigned_transcript_1858	MM_RS09170	1232.669	2275.453	799	2232.962	320	510	280	305
unassigned_transcript_1859	MM_RS09175	18.708	3.744	9.934	1.786	8.352	23.455	9.983	27.599
unassigned_transcript_1860	MM_RS09180	2705	5916.188	17769.999	10017	449	1138	1053	1465
unassigned_transcript_1861	MM_RS09185	657	1437	1074	718	363	744	438	631
unassigned_transcript_1862	MM_RS09190	3300.989	4348.282	6462	5251	624	1579	1071	1066
unassigned_transcript_1863	MM_RS09195	152	330	304	170	69	97	141	88
unassigned_transcript_1864	MM_RS09200	12	14	5	0	6	10	3	12
unassigned_transcript_1865	MM_RS09205	47	170.047	173.001	45	1	22	8	17
unassigned_transcript_1866	MM_RS09210	411.996	629.007	561.996	331	343.38	1285.084	244.195	340.209
unassigned_transcript_1867	MM_RS09215	184	370.998	370	157	75	215	69	242
unassigned_transcript_1868	MM_RS09220	25.09	61.087	35.975	6	2	13	1.023	19
unassigned_transcript_1869	MM_RS09225	1247	1553	517	290	653	1046	264	503
unassigned_transcript_1870	MM_RS09230	139	186	150.031	59	19	51	23	41
unassigned_transcript_1871	MM_RS09235	138	244	108	81	19	55	19	29
unassigned_transcript_1872	MM_RS09240	2	14	1	0	1	5	2	2
unassigned_transcript_1873	MM_RS09245	32.072	67.519	75.059	20	7	25	14	50
unassigned_transcript_1874	MM_RS09250	370	577	631	296	175	296	229	368
unassigned_transcript_1875	MM_RS09255	75	99.841	113	20	11	5	17	17
unassigned_transcript_1876	MM_RS09260	51	84	76	21	58	70	46	69
unassigned_transcript_1877	MM_RS09265	121.567	112.967	100	39	24	59	21	46
unassigned_transcript_1878	MM_RS09275	0	266.076	0	0	165.697	322.511	211.73	0
unassigned_transcript_1879	MM_RS09280	572	1276	1585	1133	116	265	158	234
unassigned_transcript_1880	MM_RS09285	827.652	2304	478	663	112	370	144	213
unassigned_transcript_1881	MM_RS09290	549	386	366	285	141	349	246	348
unassigned_transcript_1882	MM_RS09295	116	276.001	212	139	29	90	58	99
unassigned_transcript_1883	MM_RS09300	78	156	112	112	17	85	73	119
unassigned_transcript_1884	MM_RS09305	23	102	53	31	16	41	41	73
unassigned_transcript_1885	MM_RS09310	338.835	823.709	632.195	407	17	35	23	19
unassigned_transcript_1886	MM_RS09315	680	790.905	612	296	286	443	263	250
unassigned_transcript_1887	MM_RS09320	928	1028	614	136	170	273	48	114
unassigned_transcript_1888	MM_RS09325	1891	1840.895	3765	697	297	223	218	261
unassigned_transcript_1889	MM_RS09330	7853	6120.235	15896	9834	1133	888	1722	1696
unassigned_transcript_1890	MM_RS09335	21.239	39	35	36	20	28	59.762	58
unassigned_transcript_1891	MM_RS09340	46.108	106.597	60	30	13	15	20	9
unassigned_transcript_1892	MM_RS09345	85.959	157.032	90.024	48	17	33	13	25
unassigned_transcript_1893	MM_RS09350	868	1345	2143	2057	142	437	137	298.619
unassigned_transcript_1894	MM_RS09355	171.484	334.321	127	68	72	83	56	42
unassigned_transcript_1895	MM_RS18410	254.005	400	1352	392	665.452	2478.87	927.803	964.718
unassigned_transcript_1896	MM_RS09365	1309.021	1972.136	1573	365	51	118	66	60
unassigned_transcript_1897	MM_RS09370	117	238	209.917	257	170	521	104	324
unassigned_transcript_1898	MM_RS09375	238.57	630.033	1641.723	745.989	52	122	454	501
unassigned_transcript_1899	MM_RS09380	950.732	798.71	5230	1698	43	78	198	142
unassigned_transcript_1900	MM_RS17840	247	743	1160	634	495	696	1243	1042
unassigned_transcript_1901	MM_RS09385	1760.954	3052.992	8201	3954	363	654	1740	1410
unassigned_transcript_1902	MM_RS09390	240	472	2091	1319	34	72	131	85
unassigned_transcript_1903	MM_RS09395	492.994	1085.225	4812.291	3454	17	91	165	160
unassigned_transcript_1904	MM_RS09400	197.167	552.19	340.994	159	89	240	75	199
unassigned_transcript_1905	MM_RS09405	330	603	380	256	43	90	58	72
unassigned_transcript_1906	MM_RS09410	111	212	519	206	40	67	126	108
unassigned_transcript_1907	MM_RS09415	510.714	760.88	1052.414	679	88	129	191	167
unassigned_transcript_1908	MM_RS09420	160.132	234.893	488	312	35	57	120	159
unassigned_transcript_1909	MM_RS09425	711	1686	6334	10197	145	315	441	803
unassigned_transcript_1910	MM_RS09430	107	233	141	67	59	89	89	64
unassigned_transcript_1911	MM_RS09435	948.948	2134.672	1353	314	239	462	197	212
unassigned_transcript_1912	MM_RS09440	42.978	266.738	303.178	75.732	15.544	64.739	215.114	260.778
unassigned_transcript_1913	MM_RS09445	302	393	108	41	83	185	42	80
unassigned_transcript_1914	MM_RS09450	525	1269.029	1248	823	100	341	186	335
unassigned_transcript_1915	MM_RS09455	28	76	215	110	12	37	76	76
unassigned_transcript_1916	MM_RS09460	716	1006.004	1011	1886	92	160	88	140
unassigned_transcript_1917	MM_RS09465	2074	6678	3239	3071	139	330	147	179
unassigned_transcript_1918	MM_RS09470	199	158	410	171	24	28	108	90
unassigned_transcript_1919	MM_RS09475	1495.936	3181.774	2177.414	1548.996	594	873	408	348
unassigned_transcript_1920	MM_RS09480	1642.422	3227.92	3749	1490	481	1023	444	516
unassigned_transcript_1921	MM_RS09485	442	1132	692	320	179	520	179	261
unassigned_transcript_1922	MM_RS09490	364.264	613.116	582.002	298	155	329	237	270
unassigned_transcript_1923	MM_RS19585	0	0	1	0	0	3	0	3
unassigned_transcript_1924	MM_RS09505	0	38.452	641.952	0	0	0	0	15.392
unassigned_transcript_1925	MM_RS09510	316.582	711.955	1375	1496	48	73	84	155
unassigned_transcript_1926	MM_RS09515	444.906	934.998	1612	1295	45	89	113	226
unassigned_transcript_1927	MM_RS09520	70	157	413	248	23	31	54	95
unassigned_transcript_1928	MM_RS09525	335	473	1831	1201	133	205	447	827
unassigned_transcript_1929	MM_RS09530	261.003	562.45	638	283	87	194	70	85
unassigned_transcript_1930	MM_RS09535	77	82.005	74	23	38	35.946	23	26
unassigned_transcript_1931	MM_RS17850	470	748.717	421.995	181	94.997	240	79	137
unassigned_transcript_1932	MM_RS09540	236	350.354	616.993	177	26	62.555	84.173	77
unassigned_transcript_1933	MM_RS09545	146.491	240	223	108	94	92	93	162
unassigned_transcript_1934	MM_RS09550	2546	5705	8133.999	6388	384	660	1137	1642
unassigned_transcript_1935	MM_RS09555	1427.024	1492.304	6576.998	9787	600	872	2923	2515
unassigned_transcript_1936	MM_RS09560	386	382	640	434	103	114	407	261
unassigned_transcript_1937	MM_RS09565	481	458	853	338	90	114	181	120
unassigned_transcript_1938	MM_RS09570	289.116	480.973	783	290	38	81	50	84
unassigned_transcript_1939	MM_RS09580	394.001	588.034	172	78	152	224	63	89
unassigned_transcript_1940	MM_RS17625	1951	2907	3128	1658	1221	5532	1566	3432
unassigned_transcript_1941	MM_RS09590	716	929.282	1317	969	331	426	479	525
unassigned_transcript_1942	MM_RS09595	419	489	762.991	630	296	467	395	542
unassigned_transcript_1943	MM_RS09600	126	101	338	224	65	101	305	417
unassigned_transcript_1944	MM_RS09605	19	33	66	26	14	28	55	72
unassigned_transcript_1945	MM_RS09610	36	46.039	81	118	4	22	21	102
unassigned_transcript_1946	MM_RS09615	116.283	205.328	132.61	203.597	100	103.856	109	262
unassigned_transcript_1947	MM_RS09620	80	67	147	175	39	83	82	195
unassigned_transcript_1948	MM_RS09625	433	730.085	970	553	390	626	580	724
unassigned_transcript_1949	MM_RS09630	1714.99	2328.14	1195	2205	420	875	341	540
unassigned_transcript_1950	MM_RS09635	26	60	23	19	20	29	39	51
unassigned_transcript_1951	MM_RS09640	133	313	398	166	16	31	10	36
unassigned_transcript_1952	MM_RS09645	36	76	116	67	14	17	8	16
unassigned_transcript_1953	MM_RS09650	148.039	450	394	57	68	130	117	68
unassigned_transcript_1954	MM_RS09655	1010	2445	1211	1684	279	449	418	612
unassigned_transcript_1955	MM_RS09660	338.622	327	820	205	27	73	102	101
unassigned_transcript_1956	MM_RS09665	31.993	58.939	53	33	2	7	1	8
unassigned_transcript_1957	MM_RS09675	241	729	224	30	16	66	18	23
unassigned_transcript_1958	MM_RS09680	1344	2126.986	657	432.019	609	1091	287	538.381
unassigned_transcript_1959	MM_RS09685	1178.996	1779	1419	1194	282.1	475	381	566
unassigned_transcript_1960	MM_RS09695	650.006	4467.46	2398.533	4507.644	559.026	1577.225	490.02	1894.402
unassigned_transcript_1961	MM_RS09700	301.366	750.52	381	302	57	151	55	82
unassigned_transcript_1962	MM_RS09705	134.623	322	107	107	24	87	28	53
unassigned_transcript_1963	MM_RS09710	739.214	2014.891	456	540	153	528.996	125	201
unassigned_transcript_1964	MM_RS09715	887	2211.002	1198	791	187	391	210	253
unassigned_transcript_1965	MM_RS09720	5263.602	7848.92	12988	29542	1088	1820	3737	6249
unassigned_transcript_1966	MM_RS09725	78	207.694	198	115	19	52	52	55
unassigned_transcript_1967	MM_RS09730	208	654.548	1359	585	76	210	129	271
unassigned_transcript_1968	MM_RS09735	81	262	292	176	60	109.053	93	182
unassigned_transcript_1969	MM_RS09740	898.947	1663.958	3019	2150	255	491	514	562
unassigned_transcript_1970	MM_RS09745	231	286	749	162	56	93	135	92
unassigned_transcript_1971	MM_RS09750	167	322.143	488	357	56	121	113	83
unassigned_transcript_1972	MM_RS09755	396	644.7	428	95	16	16	9	2
unassigned_transcript_1973	MM_RS09760	161	290.868	362	320	22	49	19	23
unassigned_transcript_1974	MM_RS09765	0	0	12.058	0	0	0	0	0
unassigned_transcript_1975	MM_RS09770	487	957.504	936	823	76	405	53	175
unassigned_transcript_1976	MM_RS09775	44	138	98	34	16	18	9	17
unassigned_transcript_1977	MM_RS09780	25	57	61	21	9	16	18	9
unassigned_transcript_1978	MM_RS09785	164.063	597.277	0	0	117.695	183.329	93.114	40.797
unassigned_transcript_1979	MM_RS09790	3	14	17	2	6	17	17	20
unassigned_transcript_1980	MM_RS09795	27.007	66.908	73	24	16	27	22	33
unassigned_transcript_1981	MM_RS09800	16.987	32	32	8	8	8	10	19
unassigned_transcript_1982	MM_RS09805	52.022	110.095	91.603	35.613	44	100	129	135
unassigned_transcript_1983	MM_RS09810	18	50.046	19	4	4	10	8	4
unassigned_transcript_1984	MM_RS09825	69.428	170.077	101	31	15	47	9	33
unassigned_transcript_1985	MM_RS09830	124.97	245.784	128.005	33	1	8	10	6
unassigned_transcript_1986	MM_RS09835	1344	4565.858	2993.567	2649	1018.4	2255.518	922.45	2093.209
unassigned_transcript_1987	MM_RS09840	151	305.39	203	202	27	29	33	44
unassigned_transcript_1988	MM_RS09845	132.487	200	186	65	46	55	52	42
unassigned_transcript_1989	MM_RS09850	16	22	5	0	4	5	0	7
unassigned_transcript_1990	MM_RS09855	102	363	143	63	30	61	35	36
unassigned_transcript_1991	MM_RS09860	15	29.06	33	17	3	5	4	15
unassigned_transcript_1992	MM_RS09865	3	13	7	3	1	8	3	2
unassigned_transcript_1993	MM_RS09870	88	200.236	160	82	21	27	19	20
unassigned_transcript_1994	MM_RS09875	34	109	67	21	14	50	26	46
unassigned_transcript_1995	MM_RS09880	89	310	278	117	22	60	82	76
unassigned_transcript_1996	MM_RS18415	41	60	30	17	11	19	10	14
unassigned_transcript_1997	MM_RS09885	158	266.781	174	108	38	28	18	19
unassigned_transcript_1998	MM_RS09890	217	320	132	49	27	52	13	25
unassigned_transcript_1999	MM_RS09895	60	125.009	112	48	16	26	4	15
unassigned_transcript_2000	MM_RS17505	42	75	74	42	12	24	3	17
unassigned_transcript_2001	MM_RS09905	44	491.061	101.318	50.999	11	107	17	25
unassigned_transcript_2002	MM_RS09910	29.019	54.008	24.969	14	33	48.222	14	35
unassigned_transcript_2003	MM_RS09915	341	595.067	391	193	98	227	88	128
unassigned_transcript_2004	MM_RS09920	47	105	59	30	26	10	43	21
unassigned_transcript_2005	MM_RS09925	459	876	503	786	124	292	126	99
unassigned_transcript_2006	MM_RS09930	63	64	251.135	113	7	13	13	27
unassigned_transcript_2007	MM_RS09935	237.577	588.978	265.795	239.655	46	177	92	244.728
unassigned_transcript_2008	MM_RS09940	101.93	223.92	1358	918	25	39	109	125
unassigned_transcript_2009	MM_RS09945	799	1167.666	721	571	313.987	748	221.662	378
unassigned_transcript_2010	MM_RS09950	216.399	348.14	315	152	71	158	145	183
unassigned_transcript_2011	MM_RS17855	1.01	13.25	2.151	0	0	1.048	0	1.142
unassigned_transcript_2012	MM_RS09955	36	89.611	27	10	20	56	0	24
unassigned_transcript_2013	MM_RS09960	2223.354	3913.998	1597	458	315	455	149	146
unassigned_transcript_2014	MM_RS09965	2845	4613.979	1876	310	423	793	289	328
unassigned_transcript_2015	MM_RS09970	68.999	114.976	65	67	19	37	51	86
unassigned_transcript_2016	MM_RS09975	828.99	1100.75	121.849	76	64	177.952	25	37.858
unassigned_transcript_2017	MM_RS09980	890	813	483	106	74	135	54	47
unassigned_transcript_2018	MM_RS09985	129	201	122	56	226	310	134	244
unassigned_transcript_2019	MM_RS09990	68.02	189.072	70	37	45	44	25	37
unassigned_transcript_2020	MM_RS18420	44	127	51	26	10	28	2	23
unassigned_transcript_2021	MM_RS09995	82	182	156	45	114	146.004	121	228
unassigned_transcript_2022	MM_RS10000	44	69.994	162	139	28	76	36	69
unassigned_transcript_2023	MM_RS10005	120	235.931	82	107	23	37	24	26
unassigned_transcript_2024	MM_RS10010	4186	2919.843	6154	1322	214	370	136	176
unassigned_transcript_2025	MM_RS10015	0	116.044	0	33.635	123.918	0	28.659	209.991
unassigned_transcript_2026	MM_RS10020	132	191.984	411	274	31	67	240	176
unassigned_transcript_2027	MM_RS10025	182	328	302	406	32	39	71	62
unassigned_transcript_2028	MM_RS10030	50	137.032	98	33	17	51	48	32
unassigned_transcript_2029	MM_RS10035	110	330.418	328	100	45	201	77	267
unassigned_transcript_2030	MM_RS10040	148.065	304.648	238	119	66	148	79	194
unassigned_transcript_2031	MM_RS10045	317.052	803.059	603	1355	98	193	145	183
unassigned_transcript_2032	MM_RS10050	51	139.314	104.004	42	16	13	17	14
unassigned_transcript_2033	MM_RS19185	721.375	5201.133	11876.781	1487.537	273.434	1233.573	548.083	1212.897
unassigned_transcript_2034	MM_RS10060	607.625	1086.649	594.134	1210.463	94.566	211.092	101.917	81.103
unassigned_transcript_2035	MM_RS10065	67	58	162	89	36	50	125	148
unassigned_transcript_2036	MM_RS10070	144	198	431	250	54	65	265	403
unassigned_transcript_2037	MM_RS10075	56	168.736	201	112	5	13	44	65
unassigned_transcript_2038	MM_RS10080	32	82	54	39	17	78	19	54
unassigned_transcript_2039	MM_RS10085	13	61.031	28	9	12	13	20	17
unassigned_transcript_2040	MM_RS10090	12.005	48.006	38	10	2	2	7	6
unassigned_transcript_2041	MM_RS10095	18	58	45	7	2	4	0	3
unassigned_transcript_2042	MM_RS10100	33.71	35.219	33	7	3	3	9	7
unassigned_transcript_2043	MM_RS10105	24	45.528	96.917	24	7	13	12	25
unassigned_transcript_2044	MM_RS10110	75	158.008	175	125	7	7	6	7
unassigned_transcript_2045	MM_RS10115	42	83.741	70	28	5	21	10	11
unassigned_transcript_2046	MM_RS10120	240	124.377	131	361	126	136	164	1359.074
unassigned_transcript_2047	MM_RS10125	66.847	171.048	79.148	26.049	14	34.159	44.499	28.202
unassigned_transcript_2048	MM_RS10130	36.002	94.02	30	16	3	9.001	5	8
unassigned_transcript_2049	MM_RS10135	55	217.008	82.006	42	18	14	16	15
unassigned_transcript_2050	MM_RS10140	83.992	206.063	191	73	95	267	56	80
unassigned_transcript_2051	MM_RS10145	113	248	62	39	160	120.172	35	73
unassigned_transcript_2052	MM_RS10150	599.428	1303.916	314.149	129	82	109	25	33
unassigned_transcript_2053	MM_RS10155	28.007	107	27	10	3	7	3	1
unassigned_transcript_2054	MM_RS10160	25	83	67	24	34	27	8	46
unassigned_transcript_2055	MM_RS10165	1191.944	2404.082	926	1245	191	448	200	330
unassigned_transcript_2056	MM_RS10170	447	1011.164	667.711	286	253	518	286	500
unassigned_transcript_2057	MM_RS10175	623.918	1397.825	2243.279	1426	69	154	155	190
unassigned_transcript_2058	MM_RS10180	220.894	500.733	375.001	156	65	237.778	124	299
unassigned_transcript_2059	MM_RS10185	309	596	492	383	38	78	39	47
unassigned_transcript_2060	MM_RS10190	284.988	622.001	931	348	25	76	66	63
unassigned_transcript_2061	MM_RS10195	238	498	297	127	41	86	46	83
unassigned_transcript_2062	MM_RS10200	317	620	701	464.05	89	139	337	266
unassigned_transcript_2063	MM_RS10205	320	673.216	1340	545	85	169	391	302
unassigned_transcript_2064	MM_RS10210	973.006	1676.707	1674.962	741	211	352	216	312
unassigned_transcript_2065	MM_RS10215	133.043	325.712	216	79	61	119	101	152
unassigned_transcript_2066	MM_RS10220	459.464	830.784	760.626	479	68	156.061	143.594	237.086
unassigned_transcript_2067	MM_RS10225	182.884	334.747	1588	711	36	102	261	344
unassigned_transcript_2068	MM_RS10230	465.133	1027.029	1691	1154	39	102	69	87
unassigned_transcript_2069	MM_RS10235	26486	48494	79070	98515	3337	6957	6091	6934
unassigned_transcript_2070	MM_RS10240	429	916	769	929	136	281.183	138	174
unassigned_transcript_2071	MM_RS10245	241	322.01	1181	1831	90	97	240	307
