ORF_ID	ORF_type	transcript_id	transcript_type	gene_id	gene_name	gene_type	chrom	strand	start_codon	coordinate
unassigned_transcript_2925_3350576_3351247_672	annotated	unassigned_transcript_2925	assumed_protein_coding	MM_RS14485	MM_RS14485	assumed_protein_coding	NC_003901.1	+	ATG	3350576-3351247
unassigned_transcript_2926_3351459_3352031_573	annotated	unassigned_transcript_2926	assumed_protein_coding	MM_RS14490	MM_RS14490	assumed_protein_coding	NC_003901.1	-	ATG	3351459-3352031
unassigned_transcript_2927_3352114_3353136_1023	annotated	unassigned_transcript_2927	assumed_protein_coding	MM_RS14495	MM_RS14495	assumed_protein_coding	NC_003901.1	+	ATG	3352114-3353136
unassigned_transcript_2928_3353523_3354428_906	annotated	unassigned_transcript_2928	assumed_protein_coding	MM_RS14500	MM_RS14500	assumed_protein_coding	NC_003901.1	-	ATG	3353523-3354428
unassigned_transcript_2929_3354883_3355614_732	annotated	unassigned_transcript_2929	assumed_protein_coding	MM_RS14505	MM_RS14505	assumed_protein_coding	NC_003901.1	+	ATG	3354883-3355614
unassigned_transcript_2930_3355851_3356021_171	annotated	unassigned_transcript_2930	assumed_protein_coding	MM_RS18590	MM_RS18590	assumed_protein_coding	NC_003901.1	+	ATG	3355851-3356021
unassigned_transcript_2931_3357284_3358690_1407	annotated	unassigned_transcript_2931	assumed_protein_coding	MM_RS14510	MM_RS14510	assumed_protein_coding	NC_003901.1	+	ATG	3357284-3358690
unassigned_transcript_2933_3359988_3360494_507	annotated	unassigned_transcript_2933	assumed_protein_coding	MM_RS14525	MM_RS14525	assumed_protein_coding	NC_003901.1	+	ATG	3359988-3360494
unassigned_transcript_2934_3360591_3361772_1182	annotated	unassigned_transcript_2934	assumed_protein_coding	MM_RS14530	MM_RS14530	assumed_protein_coding	NC_003901.1	+	ATG	3360591-3361772
unassigned_transcript_2935_3361979_3362551_573	annotated	unassigned_transcript_2935	assumed_protein_coding	MM_RS14535	MM_RS14535	assumed_protein_coding	NC_003901.1	+	ATG	3361979-3362551
unassigned_transcript_2937_3363343_3363480_138	annotated	unassigned_transcript_2937	assumed_protein_coding	MM_RS19250	MM_RS19250	assumed_protein_coding	NC_003901.1	+	ATG	3363343-3363480
unassigned_transcript_2938_3363664_3365757_2094	annotated	unassigned_transcript_2938	assumed_protein_coding	MM_RS14545	MM_RS14545	assumed_protein_coding	NC_003901.1	-	ATG	3363664-3365757
unassigned_transcript_2941_3368918_3369166_249	annotated	unassigned_transcript_2941	assumed_protein_coding	MM_RS14560	MM_RS14560	assumed_protein_coding	NC_003901.1	+	ATG	3368918-3369166
unassigned_transcript_2942_3369255_3369950_696	annotated	unassigned_transcript_2942	assumed_protein_coding	MM_RS14565	MM_RS14565	assumed_protein_coding	NC_003901.1	+	ATG	3369255-3369950
unassigned_transcript_2946_3373036_3373824_789	annotated	unassigned_transcript_2946	assumed_protein_coding	MM_RS14580	MM_RS14580	assumed_protein_coding	NC_003901.1	-	ATG	3373036-3373824
unassigned_transcript_2947_3373995_3374618_624	annotated	unassigned_transcript_2947	assumed_protein_coding	MM_RS14585	MM_RS14585	assumed_protein_coding	NC_003901.1	+	ATG	3373995-3374618
unassigned_transcript_2948_3374677_3376311_1635	annotated	unassigned_transcript_2948	assumed_protein_coding	MM_RS14590	MM_RS14590	assumed_protein_coding	NC_003901.1	-	ATG	3374677-3376311
unassigned_transcript_2949_3376515_3377354_840	annotated	unassigned_transcript_2949	assumed_protein_coding	MM_RS14595	MM_RS14595	assumed_protein_coding	NC_003901.1	+	ATG	3376515-3377354
unassigned_transcript_2950_3377458_3378117_660	annotated	unassigned_transcript_2950	assumed_protein_coding	MM_RS14600	MM_RS14600	assumed_protein_coding	NC_003901.1	+	ATG	3377458-3378117
unassigned_transcript_2951_3378249_3379088_840	annotated	unassigned_transcript_2951	assumed_protein_coding	MM_RS14605	MM_RS14605	assumed_protein_coding	NC_003901.1	-	ATG	3378249-3379088
unassigned_transcript_2952_3379428_3380171_744	annotated	unassigned_transcript_2952	assumed_protein_coding	MM_RS14610	MM_RS14610	assumed_protein_coding	NC_003901.1	+	ATG	3379428-3380171
unassigned_transcript_2953_3380316_3380915_600	annotated	unassigned_transcript_2953	assumed_protein_coding	MM_RS14615	MM_RS14615	assumed_protein_coding	NC_003901.1	-	ATG	3380316-3380915
unassigned_transcript_2954_3380964_3382799_1836	annotated	unassigned_transcript_2954	assumed_protein_coding	MM_RS14620	MM_RS14620	assumed_protein_coding	NC_003901.1	-	ATG	3380964-3382799
unassigned_transcript_2955_3382789_3383490_702	annotated	unassigned_transcript_2955	assumed_protein_coding	MM_RS14625	MM_RS14625	assumed_protein_coding	NC_003901.1	-	ATG	3382789-3383490
unassigned_transcript_2956_3383490_3384599_1110	annotated	unassigned_transcript_2956	assumed_protein_coding	MM_RS14630	MM_RS14630	assumed_protein_coding	NC_003901.1	-	ATG	3383490-3384599
unassigned_transcript_2957_3384635_3385447_813	annotated	unassigned_transcript_2957	assumed_protein_coding	MM_RS14635	MM_RS14635	assumed_protein_coding	NC_003901.1	-	ATG	3384635-3385447
unassigned_transcript_2959_3386812_3387612_801	annotated	unassigned_transcript_2959	assumed_protein_coding	MM_RS14645	MM_RS14645	assumed_protein_coding	NC_003901.1	-	ATG	3386812-3387612
unassigned_transcript_2961_3389299_3389916_618	annotated	unassigned_transcript_2961	assumed_protein_coding	MM_RS14655	MM_RS14655	assumed_protein_coding	NC_003901.1	+	ATG	3389299-3389916
unassigned_transcript_2963_3390790_3392172_1383	annotated	unassigned_transcript_2963	assumed_protein_coding	MM_RS17570	MM_RS17570	assumed_protein_coding	NC_003901.1	+	ATG	3390790-3392172
unassigned_transcript_2964_3392328_3392891_564	annotated	unassigned_transcript_2964	assumed_protein_coding	MM_RS14665	MM_RS14665	assumed_protein_coding	NC_003901.1	-	ATG	3392328-3392891
unassigned_transcript_2965_3393854_3394318_465	annotated	unassigned_transcript_2965	assumed_protein_coding	MM_RS14675	MM_RS14675	assumed_protein_coding	NC_003901.1	+	ATG	3393854-3394318
unassigned_transcript_2967_3396724_3397686_963	annotated	unassigned_transcript_2967	assumed_protein_coding	MM_RS14685	MM_RS14685	assumed_protein_coding	NC_003901.1	+	ATG	3396724-3397686
unassigned_transcript_2969_3398933_3399613_681	annotated	unassigned_transcript_2969	assumed_protein_coding	MM_RS14695	MM_RS14695	assumed_protein_coding	NC_003901.1	+	ATG	3398933-3399613
unassigned_transcript_2970_3399626_3400078_453	annotated	unassigned_transcript_2970	assumed_protein_coding	MM_RS14700	MM_RS14700	assumed_protein_coding	NC_003901.1	+	ATG	3399626-3400078
unassigned_transcript_2971_3400245_3400631_387	annotated	unassigned_transcript_2971	assumed_protein_coding	MM_RS14705	MM_RS14705	assumed_protein_coding	NC_003901.1	-	ATG	3400245-3400631
unassigned_transcript_2972_3401314_3402597_1284	annotated	unassigned_transcript_2972	assumed_protein_coding	MM_RS14715	MM_RS14715	assumed_protein_coding	NC_003901.1	+	ATG	3401314-3402597
unassigned_transcript_2974_3404768_3406360_1593	annotated	unassigned_transcript_2974	assumed_protein_coding	MM_RS14730	MM_RS14730	assumed_protein_coding	NC_003901.1	+	ATG	3404768-3406360
unassigned_transcript_2976_3408363_3410072_1710	annotated	unassigned_transcript_2976	assumed_protein_coding	MM_RS14740	MM_RS14740	assumed_protein_coding	NC_003901.1	-	ATG	3408363-3410072
unassigned_transcript_2977_3410556_3411011_456	annotated	unassigned_transcript_2977	assumed_protein_coding	MM_RS14745	MM_RS14745	assumed_protein_coding	NC_003901.1	+	ATG	3410556-3411011
unassigned_transcript_2978_3411693_3412976_1284	annotated	unassigned_transcript_2978	assumed_protein_coding	MM_RS14750	MM_RS14750	assumed_protein_coding	NC_003901.1	+	ATG	3411693-3412976
unassigned_transcript_2979_3413440_3414255_816	annotated	unassigned_transcript_2979	assumed_protein_coding	MM_RS14755	MM_RS14755	assumed_protein_coding	NC_003901.1	-	ATG	3413440-3414255
unassigned_transcript_2980_3414576_3414959_384	annotated	unassigned_transcript_2980	assumed_protein_coding	MM_RS14760	MM_RS14760	assumed_protein_coding	NC_003901.1	-	ATG	3414576-3414959
unassigned_transcript_2982_3416746_3418092_1347	annotated	unassigned_transcript_2982	assumed_protein_coding	MM_RS14770	MM_RS14770	assumed_protein_coding	NC_003901.1	-	ATG	3416746-3418092
unassigned_transcript_2983_3418804_3419034_231	annotated	unassigned_transcript_2983	assumed_protein_coding	MM_RS14775	MM_RS14775	assumed_protein_coding	NC_003901.1	+	ATG	3418804-3419034
unassigned_transcript_2984_3419383_3420021_639	annotated	unassigned_transcript_2984	assumed_protein_coding	MM_RS14780	MM_RS14780	assumed_protein_coding	NC_003901.1	-	ATG	3419383-3420021
unassigned_transcript_2985_3420445_3421254_810	annotated	unassigned_transcript_2985	assumed_protein_coding	MM_RS14785	MM_RS14785	assumed_protein_coding	NC_003901.1	+	ATG	3420445-3421254
unassigned_transcript_2986_3421349_3422515_1167	annotated	unassigned_transcript_2986	assumed_protein_coding	MM_RS14790	MM_RS14790	assumed_protein_coding	NC_003901.1	-	ATG	3421349-3422515
unassigned_transcript_2987_3423038_3423520_483	annotated	unassigned_transcript_2987	assumed_protein_coding	MM_RS14795	MM_RS14795	assumed_protein_coding	NC_003901.1	+	ATG	3423038-3423520
unassigned_transcript_2988_3423654_3426047_2394	annotated	unassigned_transcript_2988	assumed_protein_coding	MM_RS14800	MM_RS14800	assumed_protein_coding	NC_003901.1	+	ATG	3423654-3426047
unassigned_transcript_2989_3426755_3427228_474	annotated	unassigned_transcript_2989	assumed_protein_coding	MM_RS14805	MM_RS14805	assumed_protein_coding	NC_003901.1	+	ATG	3426755-3427228
unassigned_transcript_2990_3427376_3427732_357	annotated	unassigned_transcript_2990	assumed_protein_coding	MM_RS14810	MM_RS14810	assumed_protein_coding	NC_003901.1	+	ATG	3427376-3427732
unassigned_transcript_2991_3428364_3429413_1050	annotated	unassigned_transcript_2991	assumed_protein_coding	MM_RS14815	MM_RS14815	assumed_protein_coding	NC_003901.1	+	ATG	3428364-3429413
unassigned_transcript_2992_3429734_3430495_762	annotated	unassigned_transcript_2992	assumed_protein_coding	MM_RS14820	MM_RS14820	assumed_protein_coding	NC_003901.1	+	ATG	3429734-3430495
unassigned_transcript_2993_3430522_3431961_1440	annotated	unassigned_transcript_2993	assumed_protein_coding	MM_RS14825	MM_RS14825	assumed_protein_coding	NC_003901.1	+	ATG	3430522-3431961
unassigned_transcript_2994_3432174_3432596_423	annotated	unassigned_transcript_2994	assumed_protein_coding	MM_RS14830	MM_RS14830	assumed_protein_coding	NC_003901.1	+	ATG	3432174-3432596
unassigned_transcript_2995_3432951_3433082_132	annotated	unassigned_transcript_2995	assumed_protein_coding	MM_RS19490	MM_RS19490	assumed_protein_coding	NC_003901.1	+	ATG	3432951-3433082
unassigned_transcript_2996_3433576_3434424_849	annotated	unassigned_transcript_2996	assumed_protein_coding	MM_RS14835	MM_RS14835	assumed_protein_coding	NC_003901.1	-	ATG	3433576-3434424
unassigned_transcript_2997_3434722_3434958_237	annotated	unassigned_transcript_2997	assumed_protein_coding	MM_RS14840	MM_RS14840	assumed_protein_coding	NC_003901.1	-	ATG	3434722-3434958
unassigned_transcript_2998_3435261_3436130_870	annotated	unassigned_transcript_2998	assumed_protein_coding	MM_RS14845	MM_RS14845	assumed_protein_coding	NC_003901.1	-	ATG	3435261-3436130
unassigned_transcript_2999_3436574_3436804_231	annotated	unassigned_transcript_2999	assumed_protein_coding	MM_RS19040	MM_RS19040	assumed_protein_coding	NC_003901.1	-	ATG	3436574-3436804
unassigned_transcript_3000_3437047_3437892_846	annotated	unassigned_transcript_3000	assumed_protein_coding	MM_RS14855	MM_RS14855	assumed_protein_coding	NC_003901.1	-	ATG	3437047-3437892
unassigned_transcript_3001_3438733_3439626_894	annotated	unassigned_transcript_3001	assumed_protein_coding	MM_RS14860	MM_RS14860	assumed_protein_coding	NC_003901.1	+	ATG	3438733-3439626
unassigned_transcript_3002_3440533_3441999_1467	annotated	unassigned_transcript_3002	assumed_protein_coding	MM_RS14865	MM_RS14865	assumed_protein_coding	NC_003901.1	+	ATG	3440533-3441999
unassigned_transcript_3003_3442679_3444175_1497	annotated	unassigned_transcript_3003	assumed_protein_coding	MM_RS14870	MM_RS14870	assumed_protein_coding	NC_003901.1	+	ATG	3442679-3444175
unassigned_transcript_3004_3444565_3445863_1299	annotated	unassigned_transcript_3004	assumed_protein_coding	MM_RS14880	MM_RS14880	assumed_protein_coding	NC_003901.1	-	ATG	3444565-3445863
unassigned_transcript_3005_3446922_3447290_369	annotated	unassigned_transcript_3005	assumed_protein_coding	MM_RS14885	MM_RS14885	assumed_protein_coding	NC_003901.1	+	ATG	3446922-3447290
unassigned_transcript_3007_3448925_3449404_480	annotated	unassigned_transcript_3007	assumed_protein_coding	MM_RS14895	MM_RS14895	assumed_protein_coding	NC_003901.1	+	ATG	3448925-3449404
unassigned_transcript_3008_3449557_3449829_273	annotated	unassigned_transcript_3008	assumed_protein_coding	MM_RS14900	MM_RS14900	assumed_protein_coding	NC_003901.1	+	ATG	3449557-3449829
unassigned_transcript_3010_3451254_3452396_1143	annotated	unassigned_transcript_3010	assumed_protein_coding	MM_RS14910	MM_RS14910	assumed_protein_coding	NC_003901.1	-	ATG	3451254-3452396
unassigned_transcript_3012_3453320_3453973_654	annotated	unassigned_transcript_3012	assumed_protein_coding	MM_RS14925	MM_RS14925	assumed_protein_coding	NC_003901.1	+	ATG	3453320-3453973
unassigned_transcript_3014_3455326_3456366_1041	annotated	unassigned_transcript_3014	assumed_protein_coding	MM_RS14935	MM_RS14935	assumed_protein_coding	NC_003901.1	+	ATG	3455326-3456366
unassigned_transcript_3017_3460107_3460481_375	annotated	unassigned_transcript_3017	assumed_protein_coding	MM_RS14955	MM_RS14955	assumed_protein_coding	NC_003901.1	+	ATG	3460107-3460481
unassigned_transcript_3018_3460519_3463272_2754	annotated	unassigned_transcript_3018	assumed_protein_coding	MM_RS14960	MM_RS14960	assumed_protein_coding	NC_003901.1	+	ATG	3460519-3463272
unassigned_transcript_3019_3463627_3464721_1095	annotated	unassigned_transcript_3019	assumed_protein_coding	MM_RS14965	MM_RS14965	assumed_protein_coding	NC_003901.1	-	ATG	3463627-3464721
unassigned_transcript_3020_3465021_3465701_681	annotated	unassigned_transcript_3020	assumed_protein_coding	MM_RS14970	MM_RS14970	assumed_protein_coding	NC_003901.1	-	ATG	3465021-3465701
unassigned_transcript_3021_3465822_3466844_1023	annotated	unassigned_transcript_3021	assumed_protein_coding	MM_RS14975	MM_RS14975	assumed_protein_coding	NC_003901.1	-	ATG	3465822-3466844
unassigned_transcript_3022_3467437_3468039_603	annotated	unassigned_transcript_3022	assumed_protein_coding	MM_RS14980	MM_RS14980	assumed_protein_coding	NC_003901.1	-	ATG	3467437-3468039
unassigned_transcript_3023_3469080_3471083_2004	annotated	unassigned_transcript_3023	assumed_protein_coding	MM_RS14985	MM_RS14985	assumed_protein_coding	NC_003901.1	-	ATG	3469080-3471083
unassigned_transcript_3024_3471568_3471777_210	annotated	unassigned_transcript_3024	assumed_protein_coding	MM_RS14990	MM_RS14990	assumed_protein_coding	NC_003901.1	+	ATG	3471568-3471777
unassigned_transcript_3025_3472168_3472920_753	annotated	unassigned_transcript_3025	assumed_protein_coding	MM_RS14995	MM_RS14995	assumed_protein_coding	NC_003901.1	-	ATG	3472168-3472920
unassigned_transcript_3026_3473111_3473596_486	annotated	unassigned_transcript_3026	assumed_protein_coding	MM_RS15000	MM_RS15000	assumed_protein_coding	NC_003901.1	-	ATG	3473111-3473596
unassigned_transcript_3027_3473639_3473833_195	annotated	unassigned_transcript_3027	assumed_protein_coding	MM_RS18615	MM_RS18615	assumed_protein_coding	NC_003901.1	-	ATG	3473639-3473833
unassigned_transcript_3029_3474390_3475184_795	annotated	unassigned_transcript_3029	assumed_protein_coding	MM_RS19610	MM_RS19610	assumed_protein_coding	NC_003901.1	-	ATG	3474390-3475184
unassigned_transcript_3030_3475213_3476562_1350	annotated	unassigned_transcript_3030	assumed_protein_coding	MM_RS15010	MM_RS15010	assumed_protein_coding	NC_003901.1	-	ATG	3475213-3476562
unassigned_transcript_3031_3476719_3477429_711	annotated	unassigned_transcript_3031	assumed_protein_coding	MM_RS15015	MM_RS15015	assumed_protein_coding	NC_003901.1	-	ATG	3476719-3477429
unassigned_transcript_3033_3477892_3478284_393	annotated	unassigned_transcript_3033	assumed_protein_coding	MM_RS15025	MM_RS15025	assumed_protein_coding	NC_003901.1	-	ATG	3477892-3478284
unassigned_transcript_3034_3478777_3479694_918	annotated	unassigned_transcript_3034	assumed_protein_coding	MM_RS15030	MM_RS15030	assumed_protein_coding	NC_003901.1	-	ATG	3478777-3479694
unassigned_transcript_3035_3480669_3481775_1107	annotated	unassigned_transcript_3035	assumed_protein_coding	MM_RS15040	MM_RS15040	assumed_protein_coding	NC_003901.1	-	ATG	3480669-3481775
unassigned_transcript_3037_3483459_3484556_1098	annotated	unassigned_transcript_3037	assumed_protein_coding	MM_RS15050	MM_RS15050	assumed_protein_coding	NC_003901.1	-	ATG	3483459-3484556
unassigned_transcript_3038_3485042_3486170_1131	annotated	unassigned_transcript_3038	assumed_protein_coding	MM_RS18005	MM_RS18005	assumed_protein_coding	NC_003901.1	+	ATG	3485042-3485475,3485474-3486170
unassigned_transcript_3039_3486296_3487348_1053	annotated	unassigned_transcript_3039	assumed_protein_coding	MM_RS15065	MM_RS15065	assumed_protein_coding	NC_003901.1	+	ATG	3486296-3487348
unassigned_transcript_3040_3487370_3488498_1131	annotated	unassigned_transcript_3040	assumed_protein_coding	MM_RS18010	MM_RS18010	assumed_protein_coding	NC_003901.1	-	ATG	3487370-3488066,3488065-3488498
unassigned_transcript_3043_3489707_3490627_921	annotated	unassigned_transcript_3043	assumed_protein_coding	MM_RS15085	MM_RS15085	assumed_protein_coding	NC_003901.1	-	ATG	3489707-3490627
unassigned_transcript_3044_3491164_3491853_690	annotated	unassigned_transcript_3044	assumed_protein_coding	MM_RS15090	MM_RS15090	assumed_protein_coding	NC_003901.1	+	ATG	3491164-3491853
unassigned_transcript_3045_3493046_3493624_579	annotated	unassigned_transcript_3045	assumed_protein_coding	MM_RS15095	MM_RS15095	assumed_protein_coding	NC_003901.1	+	ATG	3493046-3493624
unassigned_transcript_3046_3493690_3495354_1665	annotated	unassigned_transcript_3046	assumed_protein_coding	MM_RS15100	MM_RS15100	assumed_protein_coding	NC_003901.1	-	ATG	3493690-3495354
unassigned_transcript_3047_3495669_3496778_1110	annotated	unassigned_transcript_3047	assumed_protein_coding	MM_RS15105	MM_RS15105	assumed_protein_coding	NC_003901.1	+	ATG	3495669-3496778
unassigned_transcript_3048_3497146_3500895_3750	annotated	unassigned_transcript_3048	assumed_protein_coding	MM_RS15110	MM_RS15110	assumed_protein_coding	NC_003901.1	+	ATG	3497146-3500895
unassigned_transcript_3049_3500930_3501997_1068	annotated	unassigned_transcript_3049	assumed_protein_coding	MM_RS15115	MM_RS15115	assumed_protein_coding	NC_003901.1	-	ATG	3500930-3501997
unassigned_transcript_3050_3502492_3502995_504	annotated	unassigned_transcript_3050	assumed_protein_coding	MM_RS15120	MM_RS15120	assumed_protein_coding	NC_003901.1	-	ATG	3502492-3502995
unassigned_transcript_3051_3503018_3503626_609	annotated	unassigned_transcript_3051	assumed_protein_coding	MM_RS15125	MM_RS15125	assumed_protein_coding	NC_003901.1	-	ATG	3503018-3503626
unassigned_transcript_3052_3504011_3504574_564	annotated	unassigned_transcript_3052	assumed_protein_coding	MM_RS15130	MM_RS15130	assumed_protein_coding	NC_003901.1	+	ATG	3504011-3504574
unassigned_transcript_3054_3505027_3506220_1194	annotated	unassigned_transcript_3054	assumed_protein_coding	MM_RS15140	MM_RS15140	assumed_protein_coding	NC_003901.1	-	ATG	3505027-3506220
unassigned_transcript_3055_3506339_3507517_1179	annotated	unassigned_transcript_3055	assumed_protein_coding	MM_RS15145	MM_RS15145	assumed_protein_coding	NC_003901.1	-	ATG	3506339-3507517
unassigned_transcript_3058_3509842_3510378_537	annotated	unassigned_transcript_3058	assumed_protein_coding	MM_RS15160	MM_RS15160	assumed_protein_coding	NC_003901.1	-	ATG	3509842-3510378
unassigned_transcript_3060_3512344_3512478_135	annotated	unassigned_transcript_3060	assumed_protein_coding	MM_RS18625	MM_RS18625	assumed_protein_coding	NC_003901.1	+	ATG	3512344-3512478
unassigned_transcript_3061_3513041_3516532_3492	annotated	unassigned_transcript_3061	assumed_protein_coding	MM_RS15170	MM_RS15170	assumed_protein_coding	NC_003901.1	-	ATG	3513041-3516532
unassigned_transcript_3063_3518945_3519166_222	annotated	unassigned_transcript_3063	assumed_protein_coding	MM_RS15180	MM_RS15180	assumed_protein_coding	NC_003901.1	-	ATG	3518945-3519166
unassigned_transcript_3064_3519490_3521028_1539	annotated	unassigned_transcript_3064	assumed_protein_coding	MM_RS15185	MM_RS15185	assumed_protein_coding	NC_003901.1	-	ATG	3519490-3521028
unassigned_transcript_3066_3522948_3523100_153	annotated	unassigned_transcript_3066	assumed_protein_coding	MM_RS18030	MM_RS18030	assumed_protein_coding	NC_003901.1	-	ATG	3522948-3523100
unassigned_transcript_3067_3523530_3524207_678	annotated	unassigned_transcript_3067	assumed_protein_coding	MM_RS15210	MM_RS15210	assumed_protein_coding	NC_003901.1	-	ATG	3523530-3524207
unassigned_transcript_3068_3524216_3524542_327	annotated	unassigned_transcript_3068	assumed_protein_coding	MM_RS15215	MM_RS15215	assumed_protein_coding	NC_003901.1	-	ATG	3524216-3524542
unassigned_transcript_3069_3525156_3526346_1191	annotated	unassigned_transcript_3069	assumed_protein_coding	MM_RS15225	MM_RS15225	assumed_protein_coding	NC_003901.1	-	ATG	3525156-3526346
unassigned_transcript_3070_3526459_3527826_1368	annotated	unassigned_transcript_3070	assumed_protein_coding	MM_RS15230	MM_RS15230	assumed_protein_coding	NC_003901.1	-	ATG	3526459-3527826
unassigned_transcript_3072_3529552_3531138_1587	annotated	unassigned_transcript_3072	assumed_protein_coding	MM_RS15240	MM_RS15240	assumed_protein_coding	NC_003901.1	-	ATG	3529552-3531138
unassigned_transcript_3073_3531858_3532295_438	annotated	unassigned_transcript_3073	assumed_protein_coding	MM_RS15245	MM_RS15245	assumed_protein_coding	NC_003901.1	-	ATG	3531858-3532295
unassigned_transcript_3074_3532948_3533367_420	annotated	unassigned_transcript_3074	assumed_protein_coding	MM_RS15250	MM_RS15250	assumed_protein_coding	NC_003901.1	+	ATG	3532948-3533367
unassigned_transcript_3076_3534744_3537854_3111	annotated	unassigned_transcript_3076	assumed_protein_coding	MM_RS15255	MM_RS15255	assumed_protein_coding	NC_003901.1	+	ATG	3534744-3537854
unassigned_transcript_3077_3538675_3540900_2226	annotated	unassigned_transcript_3077	assumed_protein_coding	MM_RS15260	MM_RS15260	assumed_protein_coding	NC_003901.1	+	ATG	3538675-3540900
unassigned_transcript_3078_3541153_3541776_624	annotated	unassigned_transcript_3078	assumed_protein_coding	MM_RS15265	MM_RS15265	assumed_protein_coding	NC_003901.1	-	ATG	3541153-3541776
unassigned_transcript_3079_3542367_3542774_408	annotated	unassigned_transcript_3079	assumed_protein_coding	MM_RS15270	MM_RS15270	assumed_protein_coding	NC_003901.1	+	ATG	3542367-3542774
unassigned_transcript_3081_3543138_3543890_753	annotated	unassigned_transcript_3081	assumed_protein_coding	MM_RS15280	MM_RS15280	assumed_protein_coding	NC_003901.1	+	ATG	3543138-3543890
unassigned_transcript_3082_3544170_3544511_342	annotated	unassigned_transcript_3082	assumed_protein_coding	MM_RS15285	MM_RS15285	assumed_protein_coding	NC_003901.1	+	ATG	3544170-3544511
unassigned_transcript_3084_3546115_3547122_1008	annotated	unassigned_transcript_3084	assumed_protein_coding	MM_RS15295	MM_RS15295	assumed_protein_coding	NC_003901.1	-	ATG	3546115-3547122
unassigned_transcript_3087_3552999_3553520_522	annotated	unassigned_transcript_3087	assumed_protein_coding	MM_RS15310	MM_RS15310	assumed_protein_coding	NC_003901.1	+	ATG	3552999-3553520
unassigned_transcript_3088_3553899_3554303_405	annotated	unassigned_transcript_3088	assumed_protein_coding	MM_RS15315	MM_RS15315	assumed_protein_coding	NC_003901.1	-	ATG	3553899-3554303
unassigned_transcript_3090_3555325_3555723_399	annotated	unassigned_transcript_3090	assumed_protein_coding	MM_RS15325	MM_RS15325	assumed_protein_coding	NC_003901.1	-	ATG	3555325-3555723
unassigned_transcript_3091_3555777_3556106_330	annotated	unassigned_transcript_3091	assumed_protein_coding	MM_RS15330	MM_RS15330	assumed_protein_coding	NC_003901.1	-	ATG	3555777-3556106
unassigned_transcript_3092_3557252_3557713_462	annotated	unassigned_transcript_3092	assumed_protein_coding	MM_RS15335	MM_RS15335	assumed_protein_coding	NC_003901.1	+	ATG	3557252-3557713
unassigned_transcript_3093_3558860_3558985_126	annotated	unassigned_transcript_3093	assumed_protein_coding	MM_RS19510	MM_RS19510	assumed_protein_coding	NC_003901.1	+	ATG	3558860-3558985
unassigned_transcript_3095_3562194_3562697_504	annotated	unassigned_transcript_3095	assumed_protein_coding	MM_RS15345	MM_RS15345	assumed_protein_coding	NC_003901.1	-	ATG	3562194-3562697
unassigned_transcript_3096_3563201_3563662_462	annotated	unassigned_transcript_3096	assumed_protein_coding	MM_RS15350	MM_RS15350	assumed_protein_coding	NC_003901.1	-	ATG	3563201-3563662
unassigned_transcript_3097_3563668_3566295_2628	annotated	unassigned_transcript_3097	assumed_protein_coding	MM_RS15355	MM_RS15355	assumed_protein_coding	NC_003901.1	-	ATG	3563668-3566295
unassigned_transcript_3098_3566410_3567192_783	annotated	unassigned_transcript_3098	assumed_protein_coding	MM_RS15360	MM_RS15360	assumed_protein_coding	NC_003901.1	-	ATG	3566410-3567192
unassigned_transcript_3100_3570299_3571105_807	annotated	unassigned_transcript_3100	assumed_protein_coding	MM_RS15375	MM_RS15375	assumed_protein_coding	NC_003901.1	-	ATG	3570299-3571105
unassigned_transcript_3101_3571456_3572325_870	annotated	unassigned_transcript_3101	assumed_protein_coding	MM_RS15380	MM_RS15380	assumed_protein_coding	NC_003901.1	-	ATG	3571456-3572325
unassigned_transcript_3103_3573355_3573996_642	annotated	unassigned_transcript_3103	assumed_protein_coding	MM_RS15400	MM_RS15400	assumed_protein_coding	NC_003901.1	+	ATG	3573355-3573996
unassigned_transcript_3104_3574117_3575517_1401	annotated	unassigned_transcript_3104	assumed_protein_coding	MM_RS15405	MM_RS15405	assumed_protein_coding	NC_003901.1	+	ATG	3574117-3575517
unassigned_transcript_3105_3575785_3577227_1443	annotated	unassigned_transcript_3105	assumed_protein_coding	MM_RS15415	MM_RS15415	assumed_protein_coding	NC_003901.1	+	ATG	3575785-3577227
unassigned_transcript_3106_3577497_3580013_2517	annotated	unassigned_transcript_3106	assumed_protein_coding	MM_RS15420	MM_RS15420	assumed_protein_coding	NC_003901.1	+	ATG	3577497-3580013
unassigned_transcript_3107_3580219_3581127_909	annotated	unassigned_transcript_3107	assumed_protein_coding	MM_RS15425	MM_RS15425	assumed_protein_coding	NC_003901.1	-	ATG	3580219-3581127
unassigned_transcript_3108_3581963_3585136_3174	annotated	unassigned_transcript_3108	assumed_protein_coding	MM_RS15435	MM_RS15435	assumed_protein_coding	NC_003901.1	+	ATG	3581963-3585136
unassigned_transcript_3109_3585218_3585856_639	annotated	unassigned_transcript_3109	assumed_protein_coding	MM_RS15440	MM_RS15440	assumed_protein_coding	NC_003901.1	+	ATG	3585218-3585856
unassigned_transcript_3110_3588034_3588228_195	annotated	unassigned_transcript_3110	assumed_protein_coding	MM_RS18045	MM_RS18045	assumed_protein_coding	NC_003901.1	+	ATG	3588034-3588228
